구분,코드,키워드,,,
MEL,A330,49-10-01A,APU FAULT AUTO SHUT DOWN DISPLAYED DURIN,,
MEL,A330,32-31-02A,LGCIU 2 FAULT MSG COMES ON,,
MEL,A330,36-11-07C,AIR ENG 2 HPV NOT OPEN DISPLAYED DURING,,
MEL,A330,75-26-02A,ENG 1 CTR VALUE FAULT (NAC COOL VALVE OP,,
MEL,A330,25-20-08C,R2 DOOR JUMP SEAT WOULD NOT BE FOLDED,,
MEL,A330,32-31-02A,L/G LGCIU 2 FAULT DISPLAYED AFTER ENGINE,,
MEL,A330,32-07-01B,"#6 BRAKE TEMPERATURE INDICATION ""XX"" DIS",,
MEL,A330,73-09-05A,AFTER LANDING ENG 1 MINOR FAULT,,
MEL,A330,25-20-02A,23G SEAT BUTTON,,
MEL,A330,21-53-03A,AIR PACK 2 REGUL FAULT ECAM APPEARED ON,,
MEL,A330,38-10-01A,L14 WATER LEAK FROM WATER HEATER,,
MEL,A330,33-40-04B,R/H WING NAVIGATION LIGHT SYS 1 NOT ON,,
MEL,A330,23-51-05A,FO SIDE MIKE SOMETIMES STUCK(HOT MIKE),,
MEL,A330,78-09-01A,ENG 1 REV MINOR FAULT ECAM MSG DISPLAYED,,
MEL,A330,33-21-01A,L61 LAV CEILING LIGHT IS OUT,,
MEL,A330,38-10-01A,L14 WATER FAUCET IS NOT WORKING(IN BLUE,,
MEL,A330,33-21-01A,11D CEILING LIGHT OUT,,
MEL,A330,38-10-01A,L74 WATER BASIN INOP,,
MEL,A330,21-53-04A,PACK 2 AIR OUTLET FLAP ACTUATOR OPEN STU,,
MEL,A330,78-09-01A,"ECAM MESSAGE DISPLAYED ""ENG REV1 MINOT F",,
MEL,A330,33-40-04B,TAIL NAV LIGHT SYS 1 OUT,,
MEL,A330,25-11-02B,F/O SEAT VERT' CTL INOP,,
MEL,A330,28-27-08A,TRIM & APU FUEL LINE FUEL LEAK,,
MEL,A330,25-20-02A,PASSENGER SEAT 20A INOP,,
MEL,A330,25-20-02A,3C SEAT RECLINE NOT WORKING,,
MEL,A330,46-21-02A,DCDU #1 IS INOPERATIVE,,
MEL,A330,32-42-03A,BRAKES SYS 2 FAULT ECAM DISPLAYED AFTER,,
MEL,A330,33-21-06A,L62 LAV CEILING LIGHT OUT,,
MEL,A330,33-40-04B,R/H WING NAVIGATION L'T SYSTEM 1 OUT,,
MEL,A330,33-40-04B,TAIL NAV SYS 1 LIGHT INOP,,
MEL,A330,25-20-07A,12H MEAL TRAY INOP(BOLT MISSING),,
MEL,A330,25-20-02A,2H SEAT RECLINE INOP,,
MEL,A330,33-20-01A,"36A,C ""SEAT-BELT"" SIGN LIGHT OUT",,
MEL,A330,74-31-02A,ENG 1 IGN B FAULT,,
MEL,A330,33-40-09A,FOUND LH GLAZING OF TAXI AND TAKE OFF LI,,
MEL,A330,33-20-01A,20CA SMOKING LIGHT OUT,,
MEL,A330,33-21-06A,L62 CEILING LT OUT,,
MEL,A330,25-20-05D,1G SEAT ARMREST IN UNLEVEL POSITION,,
MEL,A330,27-51-02B,F/CTL FLAP SYS2 FAULT DISPLAYED AFTER LA,,
MEL,A330,32-07-01B,BRAKE TEMP #5 AMBER XX DISPLAYED DURING,,
MEL,A330,32-07-01B,NO.4 BRAKE INDICATOR XX DISPLAYER AFTER,,
MEL,A330,25-20-07A,"23H, TABLE IS NOT BALANCED",,
MEL,A330,25-24-02A,41FG OHB LOCKING INOP,,
MEL,A330,23-71-01A,CVR TEST INOP,,
MEL,A330,33-40-04B,TAIL NAV 1 LIGHT OUT OF SVC,,
MEL,A330,25-20-07A,33E SEAT TABLE BROKEN,,
MEL,A330,33-40-04B,NO.1 TAIL NAV LT OUT OF SVC,,
MEL,A330,31-30-02A,RECORDER DFDR FAULT,,
MEL,A330,25-20-02A,29G SEATBACK BUTTON LOOSENED,,
MEL,A330,33-40-02A,ELEC C/B TRIPPED' MSG DISPLAYED.(LT LDG,,
MEL,A330,32-07-07A,#4 TIRE PRESSURE IND AMBER APPREADGE DUR,,
MEL,A330,32-09-01B,WHEEL LO PR (TIRE)(#3 & 4) APPREADED AFT,,
MEL,A330,33-40-02A,R/H LANDING L'T INOP',,
MEL,A330,32-07-01B,BRAKE TEMP INDICATOR NO.3 CROSS AMBER DI,,
MEL,A330,32-07-01B,NO.6 BRAKE TEMP XX DISPLAYED,,
MEL,A330,27-51-02B,FLT/C FLAP SYS2 FAULT2 MSG,,
MEL,A330,49-10-01A,APU AUTO SHUTDOWN,,
MEL,A330,21-23-01A,CB TRIP CB PAGE LAV+GALY EXTC FAN,,
MEL,A330,33-40-03A,L/H LOGO LIGHT OUT,,
MEL,A330,32-07-01B,AFTER L/G DOWNLOCKED #1 BRAKE TEMPERATUR,,
MEL,A330,33-21-01A,41HK WINDOW LT INOP.,,
MEL,A330,33-40-04B,TAIL NAV 1 LIGHT OUT,,
MEL,A330,28-27-08A,APU LINN AND TRIM PIPE FUEL DRAIN FUEL L,,
MEL,A330,33-40-04B,RH NAV 1 LIGHT INOP,,
MEL,A330,25-20-02A,1K SEAT RECLINE INOP,,
MEL,A330,32-07-01B,NO5 BRAKE TEMP IND XX AMBER DISPLAYED ON,,
MEL,A330,52-30-03A,GND CHK FWD ELEC CONTROL OF FWD CARGO DO,,
MEL,A330,25-20-02A,4D SEAT RECLINE INOP,,
MEL,A330,25-20-01A,15A SEAT RECLINE BUTTON MISSING,,
MEL,A330,21-43-02A,COND BULK CRG HEAT FAULT DISPLY AFTER EN,,
MEL,A330,33-40-02A,R/H LANDING LT INOP,,
MEL,A330,25-20-02A,20K SEATBACK INOP,,
MEL,A330,24-23-01A,ELEC APU GEN FAULT ECAM DISPLAYED AFTER,,
MEL,A330,73-09-05A,AFTER ENGINE SHUTDOWN DISPLAYED ENG2 MIN,,
MEL,A330,33-51-06C,10C EMERGENCY EXIT LIGHT DATACHED,,
MEL,A330,33-40-04B,TAIL NAV SYS1 LT OUT,,
MEL,A330,33-51-06C,19C EMERGENCY LIGHT MISSING,,
MEL,A330,38-30-01A,CB TRIP (5005VE) OF VACUUM TOIET SYSTEM,,
MEL,A330,36-11-07C,AFTER ENG START 'AIR ENG 1 HPV NOT OPEN',,
MEL,A330,33-40-04B,TAIL NAV LT SYS 1 OUT,,
MEL,A330,25-20-02A,20K SEAT BACK GOES BACK AUTOMATICALLY,,
MEL,A330,21-63-02A,CKPT TAV POSITION 'XX' INDICATED ON SD,,
MEL,A330,33-51-06C,"16H,25C,41H SEAT EMERGENCY LIGHT MISSING",,
MEL,A330,25-20-02A,4C SEAT RECLINE INOP,,
MEL,A330,25-20-02A,3DG SEAT RECLINE INOP,,
MEL,A330,25-64-01A,L3 FAK USED,,
MEL,A330,73-09-05A,[CREW COMMENT] ENG2 MINOR FAULT AFTER EN,,
MEL,A330,32-07-07A,"AFTER LANDING WHEEL NO.3 PSI ""XX"" AMBER",,
MEL,A330,21-63-02A,CABIN TRIM AIR VALVE 'XX' DISPLAYED,,
MEL,A330,25-20-02A,45K SEATBACK RECLINE INOP,,
MEL,A330,25-11-04A,FO SEAT ELECTRICAL INOP,,
MEL,A330,33-12-01A,F/O STATION READING LIGHT OUT OF SERVICE,,
MEL,A330,38-30-01B,L73 TOILET RINSE WATER OVERFLOW,,
MEL,A330,25-50-09A,AFT CGO Y GUIDE <2EA> OVHT FOUND,,
MEL,A330,25-20-02A,29K SEAT BACK INOP,,
MEL,A330,38-10-01A,L33 LAV' FAUCET BUTTON INOP,,
MEL,A330,33-40-04B,LH WING NAV LT SYS 1 INOP,,
MEL,A330,25-64-02C,C1-1 EMK OPENED,,
MEL,A330,33-21-01A,42R SIDE WINDOW LIGHT OUT,,
MEL,A330,52-30-03A,FWD CGO DOOR ELECT' CONTROL INOP,,
MEL,A330,38-10-01A,L33 BASSINR HOT WATER NOT WORKING,,
MEL,A330,38-30-01B,LAV L53 HINGE IS FIXED VERY WEAK (WHEN O,,
MEL,A330,21-53-04A,AIR PACK 2 REGUL FAULT RAM DOOR CLOSED,,
MEL,A330,32-48-01B,NO8 BRAKE FAN INOP,,
MEL,A330,25-20-02A,2G SEAT RECLINE NOT PROPERLY WORKING,,
MEL,A330,33-21-01A,43ROW R SIDE CEILING LIGHT IS OUT,,
MEL,A330,23-73-05-02A,L34 LAV (R2 SIDE) WHEN PLAY PA NO SOUND,,
MEL,A330,27-93-01A,F/CTL PRIM1 FAULT ECAM MSG ON,,
MEL,A330,32-09-01B,WHEEL TIRE LO PR ALERT DISPLAYED DURING,,
MEL,A330,25-11-04A,F/O SIDE PILOT SEAT'S HORIZONTAL ADJUSTM,,
MEL,A330,25-64-02B,EMER MEDICAL KIT (EMK)SEAL IS OPEN & EMK,,
MEL,A330,35-30-01A,"1EA POTABEL OXYGEN UNIT IS USED 
 DUE TO",,
MEL,A330,25-20-07A,39G TABLE DETACHED,,
MEL,A330,25-20-02A,17F SEATBACK INOP,,
MEL,A330,52-71-08A,CAB PR EXCESS RESIDUAL PR ECAM DISPLAYED,,
MEL,A330,25-20-02A,3D SEAT NO POWER,,
MEL,A330,33-21-01A,10A WINDOW LIGHT OUT,,
MEL,A330,33-21-06A,LAV 53 CEILING LIGHT OUT,,
MEL,A330,29-07-02A,NO.2 ENG 'G' EDP GREEN IN LINE DISPLAYED,,
MEL,A330,25-20-07A,TABLE ON THE SEAT 30E BROKEN,,
MEL,A330,25-20-02A,"3DG,4AC SEAT RECLINE INOP",,
MEL,A330,49-10-01A,APU INOP',,
MEL,A330,24-23-01A,ELEC APU GEN FAULT,,
MEL,A330,33-21-01A,"32A,C WINDOW LIGHT OUT",,
MEL,A330,25-20-02A,4A FOOTREST PISTON IS WEAK,,
MEL,A330,33-51-06C,39C SEAT FLOOR PROXIMITY EMER' LIGHT OUT,,
MEL,A330,32-07-01B,"WHEEL NUMBER ""8"" BRAKE TEMPERATURE INDIC",,
MEL,A330,25-20-02A,"4H,K SEAT INOP",,
MEL,A330,33-40-04B,R/H NAV 1 SYSTEM LIGHT INOP,,
MEL,A330,32-07-01B,NO1 BRK TEMP INDICATOR XX AMBER AFTER LA,,
MEL,A330,75-24-02A,DURING APP' ENG1 CTL V/V FAULT LPTCC V/V,,
MEL,A330,25-20-02A,4K SEAT MODE'S INOP,,
MEL,A330,35-30-01A,5K OHB O2 BOTTLE USED,,
MEL,A330,33-21-01A,3HK CEILING LIGHT OUT,,
MEL,A330,28-27-09A,FUEL AFT XFR FAULT MSG DISPLAY AFTER REF,,
MEL,A330,25-20-02A,3C SEAT BACK INOP,,
MEL,A330,25-20-02A,5G SEAT RECLINE INOP,,
MEL,A330,21-63-03A,HOT AIR 1 INDICATING FAULT ON SD PAGE,,
MEL,A330,33-20-01A,ROW33 R SIDE SEATBELT SIGN LIGHT IS OFF,,
MEL,A330,27-92-04A,F/CTL SENSOR FAULT MSG DISPLAYED,,
MEL,A330,25-20-02A,3D SEAT RECLINE INOP,,
MEL,A330,25-64-01A,FAK THERMOMETER USED 1HK O.H.B,,
MEL,A330,33-21-01A,36L CEILING LIGHT OUT,,
MEL,A330,36-12-01A,"PRE DEPARTURE , AIR APU BLEED FAULT",,
MEL,A330,33-40-09A,NOSE TAXI LIGHT OUT OF SERVICE,,
MEL,A330,25-20-02A,4H SEAT RECLINE INOP,,
MEL,A330,33-40-04B,TAIL NAV SYS1 LT OUT,,
MEL,A330,33-21-01A,16D CEILING LIGHT OUT,,
MEL,A330,33-21-01A,"23D,E CEILING LIGHT OUT",,
MEL,A330,25-20-05A,1C SEAT L/H SIDE ARMREST BROKEN,,
MEL,A330,25-20-01A,4HK SEAT RECLINE INOP,,
MEL,A330,25-20-02A,1K SEAT RECLINE INOP,,
MEL,A330,25-20-07A,11C TABLE IS BROKEN,,
MEL,A330,25-64-01A,USED L4 SIDE COMPARTMENT FAK TERMOMETER,,
MEL,A330,33-40-06A,L/H TURNOFF L/T INOP,,
MEL,A330,34-40-04A,NAV RA 2 FAULT DISPLATED DURING DESCENT,,
MEL,A330,36-11-07C,AIR ENG 1 HP VALVE NOT OPEN,,
MEL,A330,21-28-09B,COND BULK CRG ISOL FAULT,,
MEL,A330,38-30-01B,L73 LAV FLUSHING INOP,,
MEL,A330,33-40-09A,[DEL:ZIW52]TAXI LIGHT INOPERATIVE. CONTI,,
MEL,A330,25-20-01A,20 SEAT RECLINE BUTTON MISSING,,
MEL,A330,25-20-01A,4D SEAT RECLINE INOP AND THE LEFT SIDE D,,
MEL,A330,25-20-02A,3DG SEAT RECLINE INOP,,
MEL,A330,25-20-02A,3K SEAT RECLINE INOP,,
MEL,A330,29-09-06A,"""HYD G RSVR OVHT"" ECAM MSG DISPLAYED AFT",,
MEL,A330,25-20-02A,3DG SEAT INOP,,
MEL,A330,29-09-03A,HYD G ENG 2 PMP LO PR MSG DURING CRUISE,,
MEL,A330,25-20-02A,4HK SEAT INOP,,
MEL,A330,28-21-01F,L2 FUEL PUMP INOP',,
MEL,A330,33-40-02A,"ELEC C/B TRIPPED
 (LT LDG R-D46)",,
MEL,A330,25-20-01A,"5H, 5K SEAT ELEC CONT' INOP",,
MEL,A330,25-20-02A,18F SEAT RECLINE INOP,,
MEL,A330,33-21-01A,24D CEILING LIGHT INOP,,
MEL,A330,35-20-03A,LAVATORY L34 CEILING OXYGEN CONTAINER PA,,
MEL,A330,25-20-01A,5A ARMREST SIDE BUTTON MISSING,,
MEL,A330,23-20-04C,COM VHF3 DATA FAULT DISPLAYED IN CRUISE,,
MEL,A330,32-09-01B,WHEEL TIRE LO PR ECAM MSG DISPLAYED ATER,,
MEL,A330,33-21-01A,15G CEILING LIGHT OUT,,
MEL,A330,33-21-01A,33D CEILING LT OUT,,
MEL,A330,74-31-02A,ENG 1 IGN B FAULT,,
MEL,A330,25-64-01A,L4 F.A.K USED,,
MEL,A330,25-20-02A,3DG SEAT RECLINE INOP,,
MEL,A330,33-40-04B,R/H NAV SYS1 LIGHT OUT,,
MEL,A330,25-20-02A,4HK SEAT RECLINE INOP,,
MEL,A330,23-10-01D,HF1 INOPERATIVE,,
MEL,A330,25-20-02A,26G SEAT RECLINE INOP,,
MEL,A330,25-20-02A,3A SEAT CONTROL IS STIIF,,
MEL,A330,32-31-02A,L/G LGCIU2 FAULT DURING TAXI,,
MEL,A330,78-30-02A,ENG1&2 REV FAULT DURING TAXI,,
MEL,A330,25-11-07A,CAPT SIDESTICK ARMREST HEIGHT INOP,,
MEL,A330,25-20-02A,"SEAT OPERATION INOP(3D, 3G)",,
MEL,A330,33-40-02B,LH LANDING LT OUT,,
MEL,A330,29-09-03A,HYD G ENG 2 PUMP LO PR,,
MEL,A330,33-21-01A,16D CEILING LIGHT OUT,,
MEL,A330,30-21-03B,A.ICE ENG 2 VALVE CLOSED ECAM MSG,,
MEL,A330,33-21-01A,19AC WINDOW LT & 32DE CEILING LIGHT IS O,,
MEL,A330,21-63-01A,ZONECTLS2 FAULT ECAM MSG DISPLAYED AFTER,,
MEL,A330,33-40-02B,L/H LANDING LIGHT INOP,,
MEL,A330,21-21-01B,COND L CAB VENT FAULT ON GRD MSG DISPLAY,,
MEL,A330,29-09-03A,HYD G ENG 2 PUMP LO PR ECAM MSG ON DURIN,,
MEL,A330,33-40-02B,L/H LANDING LIGHT OUT,,
MEL,A330,25-20-01A,4A SEAT RECLINE INOP,,
MEL,A330,74-31-01A,"ENG 1 IGN A FAULT APPEARED ON GND, CONTI",,
MEL,A330,78-30-01A,#2 ENG’ T/R NOT OPER’,,
MEL,A330,25-20-02A,3AC SEAT RECLINE INOP,,
MEL,A330,23-52-02A,ACP3 INT/RAD SWITCH INOP,,
MEL,A330,25-20-02A,11G SEAT RECLINE BUTTON NOT WORKING(MISS,,
MEL,A330,32-48-01B,NO.7 BRAKE FAN INOP,,
MEL,A330,25-64-01A,L4 FAK USED,,
MEL,A330,25-64-01A,"FAK OPEN 1HK OHB,NO ITEM TO BE USED",,
MEL,A330,38-30-01A,R4 LAV SINK CLOGGED,,
MEL,A330,33-21-01A,"24A.C WINDOW LIGHT OUT
 <CABIN LOG 567459",,
MEL,A330,33-12-01A,COCKPIT INTEGRAL LIGHT SWITCH INOP,,
MEL,A330,33-40-04B,RH WING NAV LIGHT SYS 1 OUT,,
MEL,A330,23-73-06-02A,R2 CABIN HANDSET INOP',,
MEL,A330,25-20-02A,3K SEAT BACK BUTTON MISSING,,
MEL,A330,29-09-03A,DURING CRUISE HYD G ENG 2 PUMP LO PR DIS,,
MEL,A330,33-21-01A,20DE CEILING LIGHT OUT,,
MEL,A330,33-12-01A,INTEG LIGHT OUT,,
MEL,A330,33-40-04B,SYS1 L/H NAV LIGHT INOP,,
MEL,A330,25-64-01A,1HK OHB FAK USED,,
MEL,A330,75-24-02A,ENG2 CTL VALVE FAULT ECAM MSG ON DURING,,
MEL,A330,29-20-04A,"FWD, AFT CGO DOOR ELEC CTL INOP SOMETIM",,
MEL,A330,32-07-01B,NO 1.2 BRAKE TEMP' IND' AMBER XX DISPLAY,,
MEL,A330,33-21-01A,27D CEILING LIGHT OUT,,
MEL,A330,27-92-04A,F/CTL SENSOR FAULT DISPLAYED BEFORE LINE,,
MEL,A330,25-20-02A,5H.K SEAT NOT CONTROL,,
MEL,A330,38-10-01A,LAV53 FAUCET HOT COLD WATER NOT WORKING,,
MEL,A330,33-21-01A,AFT GLY CEILING LIGHT IS INOP(RH SIDE),,
MEL,A330,33-40-09A,TAXI LIGHT OUT,,
MEL,A330,32-07-01B,NO.5 .6 BRAKE TEMP ABNORMAL DISPLAYED,,
MEL,A330,33-21-01A,42K WINDOW LT OUT,,
MEL,A330,33-40-04B,TAIL NAV LIGHT SYS1 INOP,,
MEL,A330,23-73-06-02A,R3 INTERPHONE NO WORKING,,
MEL,A330,32-07-01B,DURING CRUISE NO6 BRAKE TEMP REPEAT INCR,,
MEL,A330,33-40-04B,TAIL NAV LIGHT SYS 1 INOP',,
MEL,A330,33-40-02A,"ELEC C/B TRIPPED(LT LDG R)
 APPEARED ON G",,
MEL,A330,33-21-06A,L2 LAVATORY LIGHT INOP,,
MEL,A330,33-21-01A,"20,21,42,43 HK WINDOW LT OUT",,
MEL,A330,33-12-01A,F/O READING LGT' IS OUT,,
MEL,A330,32-48-01B,NO1 BRAKE FAN INOP ON THE GRD,,
MEL,A330,25-20-02A,4A.4C SEAT INOP,,
MEL,A330,30-45-03A,F/O RAIN REPELLENT SYS INOP,,
MEL,A330,33-40-09A,R/H TAXI AND TAKE OFF LIGHT INOP,,
MEL,A330, 33-40-09A,NOSE SWITCH TAXI LIGHT OUT ON GROUND,,
MEL,A330,25-20-02A,"1AC,5HK SEAT RECLINE INOP",,
MEL,A330,33-21-01A,"20FG, 27FG CEILING LIGHT OUT",,
MEL,A330,33-40-04B,RH NAV LT INOP (SYS 1),,
MEL,A330,25-20-02A,26D SEATBACK UNABLE TO FIX IN UPRIGHT PO,,
MEL,A330,25-20-02B,27H SEAT INOP,,
MEL,A330,33-12-01A,F/O SIDE READING LIGHT OUT,,
MEL,A330,32-09-01B,AFT LD DURING TAXI NO.1 BRAKE TIRE PRESS,,
MEL,A330,25-20-02A,37G SEAT BACK RECLINE P/B INOP,,
MEL,A330,33-21-01A,18D CEILING LIGHT OUT,,
MEL,A330,34-40-05A,NAV TCAS FAULT DISPLAYED IN CRUISE AFTER,,
MEL,A330,25-20-05A,3DD ARMREST COVER STACKING,,
MEL,A330,25-20-05A,2A LEFT ARM REST IS NOT FULL UPRIGHT POS,,
MEL,A330,25-20-02A,5G SEAT FUNCTION INOP,,
MEL,A330,49-10-01A,APU FAULT(AUTO SHUT DOWN) DISPLAYED AFTE,,
MEL,A330,28-51-02A,"DISPLAYED ECAM MSG ""FCMC2 FAULT""",,
MEL,A330,31-62-03A,DMC2 FAILURE ON GRD,,
MEL,A330,25-64-04A,R3 UPK USED,,
MEL,A330,38-30-01B,WASTE DRAIN VALVE(35MG) OPEN STUCK,,
MEL,A330,25-20-02A,3H SEAT RECLINE INOP,,
MEL,A330,38-10-01A,B/C L11 LEAKING (FAUCET),,
MEL,A330,25-20-02A,"3C SEAT RECLINE INOP
 (WHILE SEATING NOT",,
MEL,A330, 25-20-02A,"1AC,5HK SEAT RECLINE NOT OPERATION",,
MEL,A330,33-21-01A,L1 DOOR ONE OF THE CEILING LIGHT IS BLIN,,
MEL,A330,75-26-02A,DURING CLIMB ENG1 CTL VALVE FAULT DISPLA,,
MEL,A330,25-20-02B,"29E SEATBACK NEED TO ADJUST
 <CABIN LOG 5",,
MEL,A330,33-21-01A,41A SIDE CEILING LIGHT OUT,,
MEL,A330,25-20-07A,29H MEAL TABLE INOP,,
MEL,A330,33-40-04B,L/H NAV SYS1 LT OUT,,
MEL,A330,33-21-01A,39HK WINDOW LIGHT OUT,,
MEL,A330,33-40-09A,TAXI AND TAKE OFF LIGHT RH CB POP OUT,,
MEL,A330,31-62-03A,EIS DMC2 FAULT DISPLAYED ON GROUND,,
MEL,A330,32-42-01A,HYD LEAK FROM NO.4 NML BRK COUPLING,,
MEL,A330,33-40-04B,L/H TAIL NAV 1 LIGHT OUT,,
MEL,A330,25-20-02A,4H SEAT RECLINE INOP,,
MEL,A330,33-40-09A,RH TAXI & TAKEOFF LT INOP,,
MEL,A330,33-40-02A,RH LANDING LIGHT INOP,,
MEL,A330,33-20-01A,"24A,C PAX CALL LIGHT OUT",,
MEL,A330,33-21-01A,C ZONE GLY L SIDE CEILING LT OUT,,
MEL,A330,33-40-04B,TAIL NAV SYS1 LIGHT OUT,,
MEL,A330,33-40-04B,TAIL NAVIGATION LIGHT SYS1 INOP,,
MEL,A330,31-62-03A,DURING CRUISE EIS DMC2 FAULT ECAM DISPLA,,
MEL,A330,25-20-07A,26D TABLE BROKEN,,
MEL,A330,25-64-01A,1HK OHB FAK OPEN,,
MEL,A330,32-07-01B,"DURING APPROACH, AFTER L/G DOWN NO.8 BRA",,
MEL,A330,78-30-02A,NO.2 ENG OUTBD' TR 6 OCLOCK CLOSEOUT PNL,,
MEL,A330,33-40-05A,LH WING NAV' LT SYSTEM 2 OUT,,
MEL,A330,28-51-02A,FUEL FCMC2 FAULT ECAM DISPLAYED DURING C,,
MEL,A330,26-12-02A,ENG 1 FIRE LOOP B FAULT ECAM DISPLAYED D,,
MEL,A330,49-10-01A,APU FAULT MSG,,
MEL,A330,34-11-01A,AFTER L/D NAV CAPT AOA FAULT APPEARED,,
MEL,A330,21-01-01-01A,PACK 2 FAULT STS MESSAGE DISPLAYED WHEN,,
MEL,A330,25-20-02A,4AC SEAT RECLINE INOP,,
MEL,A330,36-11-01A,AIR ENG2 BLEED HI TEMP ECAM MSG DISPLAYE,,
MEL,A330,74-31-02A,DURING ENG2 START #2 ENG IGN B FAULT APP,,
MEL,A330,34-40-05A,TCAS FAULT ECAM MSG ON,,
MEL,A330,31-53-01A,FWS FWC 2 FAULT ECAM MSG DISPLAYED AFTER,,
MEL,A330,33-21-01A,37 L SIDE WINDOW LIGHT OUT,,
MEL,A330,25-20-07A,21D MEAL TABLE BROKEN,,
MEL,A330,34-40-06E,WXR 2 INOP,,
MEL,A330,23-40-04A,SEVERE NOISE DURING TAKEOFF ROLLING UNTI,,
MEL,A330,33-12-01A,CAPT' SIDE READING LIGHT OUT,,
MEL,A330,21-01-01-01A,PACK2 P/B FAULT L'T ON,,
MEL,A330,25-20-02A,4K SEAT FULL SLEEP INOP,,
MEL,A330,74-31-01A,DURING ENG START ENG2 IGN A FAULT &ENG2,,
MEL,A330,23-51-05A,CAPTAIN SIDE PTT BTN INOPERATIVE,,
MEL,A330,32-07-01B,NO.8 BRAKE TEMP INDICATION NOT DISPLAY,,
MEL,A330,25-20-02A,"1AC,5HK SEAT RECLINE INOP",,
MEL,A330,75-26-02A,"DURING, APPROACH ENG 1 CTL VALVE FAULT.",,
MEL,A330,25-20-02A,1HK SEAT NOT OPERATION,,
MEL,A330,25-64-01A,R2 FAK OPEN,,
MEL,A330,25-20-02A,1C SEAT UPRIGHT POSITION INOP,,
MEL,A330,25-20-02A,1C SEAT INOP,,
MEL,A330,30-21-03A,A ICE ENG1 VALVE OPEN MSG,,
MEL,A330,25-20-02A,2C SEAT RECLINE INOP,,
MEL,A330,25-20-02A,1D SEAT RECLINE NOT WORK,,
MEL,A330,33-40-04B,TAIL NAV 1 LT INOP,,
MEL,A330,25-20-02A,3D SEAT BACK FOOTREAR NOT WORKING,,
MEL,A330,33-21-01A,42G CEILING LIGHT OUT,,
MEL,A330,27-51-02B,F/CTL FLAP SYS2 FAULT ECAM MSG DISPLAYED,,
MEL,A330,25-20-02A,1G SEAT ELECTRIC RECLINE INOP,,
MEL,A330,25-64-01A,FAK(5K OHB) OPEN,,
MEL,A330,25-20-02A,4K SEAT RECLINE INOP,,
MEL,A330,32-07-01B,NO3 BRAKE TEMPERATURE INDICATION ON THE,,
MEL,A330,34-30-04B,NAV ILS2 FAULT DISPLAYED AFTER L/D,,
MEL,A330,27-51-02B,F/CTL FLAP SYS 2 FAULT ECAM DISPLAYED AF,,
MEL,A330,25-20-02A,4A.C SEAT NOT CONTROL,,
MEL,A330,33-21-01A,"CEILING L'T INOP, 37G",,
MEL,A330,25-20-07A,10H MEAL TABLE BROKEN,,
MEL,A330,25-20-02A,10K SEAT RECLINE INOP,,
MEL,A330,25-20-02A,2A SEATCONTROL OUT,,
MEL,A330,25-20-02A,1C SEAT RECLINE INOP’,,
MEL,A330,33-40-04B,LH RED NAV LIGHT SYS1 INOP,,
MEL,A330,33-40-09A,RH TAXIING AND TAKEOFF LT OUT,,
MEL,A330,25-20-02A,1C SEAT RECLINE INOP,,
MEL,A330,32-07-07A,#4 TIRE PRESSURE IND' DISPLAYED 'XX' AFT,,
MEL,A330,23-20-04C,COM VHF3 DATA FAULT ECAM DISPLAYED DURIN,,
MEL,A330,25-64-02B,EMK USED,,
MEL,A330,52-10-06A,L4 DOOR BOTTLE PRESSURE IS IN THE YELLOW,,
MEL,A330,33-40-09A,"NOSE S/W(TAXI S/W)OFF"" POSITION NOT WORK",,
MEL,A330,33-21-01A,23ROW 'L' SIDE WINDOW LIGHT OUT,,
MEL,A330,25-20-02A,41K RECLINE BUTTON INOP,,
MEL,A330,33-40-04B,R/H NAV SYSTEM1 LIGHT OUT,,
MEL,A330,25-20-07A,15C TRAY TABLE IS LOOSE,,
MEL,A330,25-35-05A,FWD BC GLY F2-3F/R MIDDLE HOLD LATCH NOT,,
MEL,A330,25-20-02A,4AC SEAT RECLINE INOP,,
MEL,A330,33-21-01A,28HK WINDOW LIGHT INOP,,
MEL,A330,27-93-03A,PRIM 3 FAULT,,
MEL,A330,27-92-04A,"BEFORE PUSH BACK(2 TIMES), & AFTER ENGIN",,
MEL,A330,73-09-05A,ENG2 MINOR FAULT ECAM DISPLAYED AFTER EN,,
MEL,A330,25-64-01A,L4 DR SIDE STOWAGE FAK USED,,
MEL,A330,33-40-01A,LOWER BEACON LIGHT OUT,,
MEL,A330,25-20-02A,4D SEAT OPERATION INOP,,
MEL,A330,33-21-01A,32ROW R SIDE WINDOW LIGHT OUT,,
MEL,A330,25-20-02A,3D SEAT INOP,,
MEL,A330,25-11-04A,PILOT SEAT(CAPTAIN SIDE)ELECTRICAL ADJUS,,
MEL,A330,33-21-01A,37D CEILING LIGHT OUT,,
MEL,A330,30-71-01A,"LAV L11,L14,L33,34 DRAIN CLOGGED",,
MEL,A330,33-21-01A,10A 31A-C WINDOW LIGHT OUT,,
MEL,A330,25-20-02A,3D SEAT RECLINE FUNCTION INOP,,
MEL,A330,33-40-01A,LOWER BEACON LIGHT IS INOP,,
MEL,A330,32-09-01B,NO.4 WHEEL TIRE PRESSURE XX AMBER,,
MEL,A330,32-07-01B,NO.6 BRAKE TEMP XX INDICATED,,
MEL,A330,25-20-02A,1A SEAT INOP,,
